0	50	255	50	50	50	255	255	50	50	
255	50	50	50	255	255	255	255	50	255	
50	50	50	50	50	255	50	50	50	255	
255	50	50	0	50	50	50	255	255	255	
255	255	50	50	255	255	50	255	255	255	
255	255	255	50	255	255	50	50	255	255	
255	255	255	50	50	50	0	50	50	255	
255	255	255	50	50	50	50	0	50	50	
255	50	50	50	255	255	50	255	0	0	
50	50	50	255	255	255	255	255	255	0	
